198.000000	249.000000	95.000000	325.000000
196.259160	244.505599	93.750835	333.097191
197.786483	244.840632	94.264853	324.391215
194.030572	242.444594	94.245862	321.339301
197.577104	246.298110	93.197246	329.470062
199.402104	259.085918	95.066180	330.482324
200.332139	254.940864	95.012641	312.478483
202.222333	260.704949	93.342046	324.411456
206.724268	265.556002	93.723119	319.062374
204.174216	255.919736	97.765661	331.662305
208.315142	249.253886	96.857218	333.786547
208.030336	258.804334	98.032562	317.698530
218.204232	259.659140	92.739714	319.832381
217.325822	261.371252	94.965023	328.716064
218.073639	260.710411	93.952492	332.827263
222.237246	267.469513	92.505247	321.632709
222.323753	254.369926	96.011908	327.595333
222.771960	255.711527	95.242990	332.808399
225.581760	253.738058	96.791723	325.664775
224.844347	249.387280	95.278119	324.261911
222.434230	240.086013	95.281451	327.773909
214.105980	238.930348	92.919403	328.030781
212.019374	233.697154	97.576946	329.422047
210.433496	231.894942	94.108823	327.622037
207.920783	224.786132	94.262477	322.802480
204.979018	221.374372	93.980611	323.215897
201.939861	217.295006	94.502942	325.250817
201.770449	219.375770	93.608898	310.865128
208.250232	207.505073	97.057979	333.188025
212.799142	219.450621	94.587589	314.265125
213.905748	228.874184	94.665611	316.391944
219.407362	237.325612	92.964708	324.100763
215.045355	227.965949	96.289976	325.801438
212.828400	231.293044	93.674547	325.241496
213.281157	240.795530	96.139735	326.116743
214.048998	248.848464	99.757499	325.902945
219.031721	257.386007	92.821258	323.284131
215.299013	258.328301	96.371227	319.543763
211.752816	243.374631	95.257997	312.368974
211.684409	235.726790	95.188076	325.076644
213.644154	237.173946	92.148419	329.607304
214.476554	231.798224	94.928005	325.538271
211.916816	235.426478	97.356380	316.416365
213.041523	216.150675	93.386337	333.114666
219.463684	210.097641	93.024570	325.848284
226.129236	211.434424	92.825865	330.886994
231.541179	220.317329	95.819661	324.913438
233.696915	211.550804	95.062557	323.644465
237.625657	207.548889	96.959008	323.194617
246.227454	211.043135	93.137516	320.370549
243.908649	216.202164	97.192878	324.591035
251.069306	223.328252	91.196817	321.485746
244.352025	209.759758	98.107533	327.874182
242.026797	211.831697	96.982036	323.619280
248.719259	207.860380	95.904253	326.794455
256.256136	215.896582	92.346556	324.377814
250.715458	198.815903	94.733443	327.327728
249.058224	219.677095	94.742404	313.087635
246.635192	213.799995	96.506008	308.554241
232.479180	206.880987	95.165040	312.355620
217.601764	200.714814	96.133677	320.544353
204.482802	179.451294	94.453001	325.164984
194.670352	161.782727	93.485251	334.270511
185.924435	167.593325	97.105696	309.889014
181.903978	161.164501	97.257977	319.885016
174.926186	161.105941	102.606193	318.607378
179.482624	170.212790	94.316951	331.289002
179.412090	169.523063	95.335244	324.836051
185.213779	172.109007	97.231611	320.797627
188.194481	176.147517	92.987040	324.442031
193.775288	178.570058	93.940570	327.236457
207.730875	178.810699	88.618838	327.050165
211.148189	188.449130	94.334664	322.323528
216.356949	189.211920	94.742589	327.389361
223.659056	203.938219	94.770240	326.922419
221.679648	215.687583	98.051464	329.282096
217.399892	220.833479	96.602570	326.001688
221.166980	218.418336	91.721505	321.624840
219.234449	210.294658	95.568197	326.418431
219.047384	207.055160	92.995145	316.351171
215.998603	192.937239	94.195499	327.213900
217.488128	188.373629	92.199941	324.580449
217.892934	181.070572	95.569695	325.809784
221.598532	177.320611	93.877040	320.183032
223.969709	174.659424	94.801450	325.197553
231.563122	186.042862	93.941733	314.800412
237.082752	192.787255	97.346057	326.476958
247.561229	207.217082	98.542678	317.233233
262.837640	201.193323	96.280116	318.680645
278.109538	222.612379	93.033287	319.612904
292.612381	217.933259	95.246722	303.893383
317.970353	217.286005	93.016605	321.630780
329.862843	215.143761	92.521220	319.751127
345.589195	216.947235	91.933249	314.714812
364.035160	218.326471	92.293724	321.372589
366.352986	216.599106	95.968005	319.638798
367.877412	196.579775	93.757099	328.193396
362.436166	194.687545	95.555087	314.613056
369.429280	178.243928	92.592210	328.958770
369.575844	181.813454	92.459330	327.334471
375.173049	171.761842	92.670817	325.904116
380.744047	182.644203	93.197142	334.724168
385.398468	169.668725	90.615810	325.494977
385.072701	162.944407	92.146342	316.377916
393.945817	166.127895	86.120416	316.695193
406.113360	172.842928	73.942926	325.441197
406.962704	184.624465	73.118941	320.334022
415.969417	183.009113	64.112221	305.189731
417.601595	191.101853	62.456169	318.136759
411.870854	213.345029	68.129146	291.866718
409.645694	216.806572	70.525012	307.637680
400.574969	210.223264	79.118373	327.079888
386.385658	213.072241	92.651958	314.535184
383.048758	214.973551	89.368402	328.500856
377.209786	226.636322	95.079262	322.353685
375.546279	227.187844	93.497637	321.020611
373.491124	215.775588	93.729611	322.211927
373.912648	201.056816	92.948110	326.812378
363.075297	195.629381	96.369629	312.374196
361.513609	196.845619	96.159440	326.914774
357.589600	197.006306	96.215852	325.655581
354.811566	212.869219	97.670463	314.140863
349.176506	222.755964	96.198896	326.197835
340.865593	229.777954	93.361947	326.141066
333.207251	231.812583	95.861326	325.933014
327.928200	235.764733	91.410887	328.109581
327.445912	243.691795	92.946392	322.347706
323.107162	243.714369	94.190767	327.942401
322.004027	258.457450	95.598119	319.438688
318.258552	262.162764	94.186993	325.797216
313.792450	263.789320	97.361762	312.809079
314.705177	258.196621	95.454203	318.805051
316.139630	256.571081	93.719424	330.616677
318.155135	251.566501	94.169085	325.536184
313.641754	242.740634	96.216853	333.297063
311.658431	249.458057	93.925130	316.566617
313.487964	248.562960	94.960808	326.267554
309.351435	238.164468	99.542297	325.857021
306.917688	229.733082	91.286000	327.964703
301.349073	221.962957	93.205949	323.684185
